1867,2919,76812
1867,2919,35961
11963,2919,35961
11963,2919,76812
17796,31103,43631
17796,31103,76812
1877,31103,76812
1877,31103,43631
17262,50008,85754
17794,70859,85754
1802,83748,39422
1823,4387,39422
22888,1726,78857
22888,1726,33370
16197,1726,78857
16197,1726,33370
22887,31395,33370
22887,31395,82269
16198,162,27342
22889,162,78857
22889,162,27342
16198,162,78857
22890,49633,27342
16199,49633,27342
22890,49633,82269
16200,31395,33370
16200,31395,82269
22885,98534,62461
17558,98534,62461
22886,85204,62461
17557,85204,62461
22883,98104,42270
22883,98104,90914
7099,98104,42270
7099,98104,90914
7100,12377,93646
7100,12377,90914
22884,12377,93646
22884,12377,90914
7102,66589,42270
7102,66589,21816
7101,80608,93646
7101,80608,21816
22881,37713,69675
22881,37713,92556
22882,52027,69675
22882,52027,80491
21092,4815,80491
21092,4815,45175
21093,60965,92556
21093,60965,45175
7890,32920,66568
7890,32920,50509
7892,51072,73462
7895,22526,73462
7892,51072,50509
7895,22526,85896
7897,48592,85896
7897,48592,66568
7900,22525,72935
7900,22525,74720
12055,22525,72935
12055,22525,74720
7899,28514,72935
7899,28514,8363
12058,28514,72935
12058,28514,8363
12056,66333,74720
12056,66333,19210
7896,66333,74720
7896,66333,19210
7898,53467,8363
7898,53467,19210
12057,53467,19210
12057,53467,8363
7902,56728,32113
7902,56728,84901
7903,33827,84901
7903,33827,4652
7904,46506,4652
7904,46506,80351
7905,4816,32113
7905,4816,80351
10928,72346,60622
7906,78020,60622
7906,78020,59866
7907,77965,59866
7881,55508,49032
7881,55508,82352
11958,55508,49032
11958,55508,82352
7880,74333,82352
7880,74333,78124
11961,74333,82352
11961,74333,78124
1793,74333,78124
1793,74333,82352
1811,24068,21941
7671,66926,21941
7671,66926,51068
17260,103988,51068
10926,85840,89216
10927,21170,89216
17554,27229,6156
17555,23686,6156
7669,8641,63975
7670,27230,63975
12054,7229,81222
7667,6954,81222
24388,6954,81222
7666,7229,81222
12053,83757,72534
7665,83757,72534
2221,23927,56087
2221,23927,78428
7665,83757,78428
12053,83757,78428
6488,39996,88895
6487,35127,88895
6488,39996,81352
21090,61873,81352
21090,61873,25406
7097,8642,34391
7094,65908,34391
7094,65908,49117
7095,82390,49117
7095,82390,31314
7096,20354,31314
7096,20354,83877
17547,20353,37026
17546,23687,37026
17546,23687,32194
17567,84193,32194
14289,65907,68786
14290,10677,90123
7085,64481,68786
17556,11521,35659
14291,64482,35659
